ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Sweden,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,10.01,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,9.88,,,Repository: Eurostat special tabulation
Eswatini,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,15.83,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,9.33,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population"
Seychelles,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,6.83,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,7.3,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,7.01,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,6.31,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,5.37,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,5.75,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,1.14,,,Repository: ILO-STATISTICS - Micro data processing
Syrian Arab Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,16.46,,,
Syrian Arab Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,14.19,,,
Chad,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages,2018,7.02,,,Repository: ILO-STATISTICS - Micro data processing
Togo,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,2017,15.31,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Togo,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Questionnaire des Indicateurs de Base du Bien-être,2011,10.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Togo,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Questionnaire des Indicateurs de Base du Bien-être,2015,8.36,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,14.06,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,13.31,,,
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,13.35,,,
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,14.05,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,16.79,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,16.98,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,16.68,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,16.3,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,16.53,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,16.28,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,15.86,,,Repository: ILO-STATISTICS - Micro data processing
Tajikistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,5.42,,,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old
Timor-Leste,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,3.21,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Timor-Leste,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,5.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Timor-Leste,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,7.2,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Including subsistence workers
Tonga,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,20.15,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Trinidad and Tobago,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Sample Survey of the Population,2011,8.35,,,Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Sample Survey of the Population,2012,8.15,,,Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Sample Survey of the Population,2013,7.89,,,Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Sample Survey of the Population,2014,7.74,,,Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Sample Survey of the Population,2015,8.09,,,Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Sample Survey of the Population,2016,7.73,,,Repository: ILO-STATISTICS - Micro data processing
Tunisia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur la Population et l'Emploi,2010,18.25,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur la Population et l'Emploi,2011,18.41,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur la Population et l'Emploi,2012,18.5,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur la Population et l'Emploi,2013,18.78,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur la Population et l'Emploi,2014,18.95,,,
Tunisia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur la Population et l'Emploi,2015,18.58,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur la Population et l'Emploi,2016,18.46,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur la Population et l'Emploi,2017,18.3,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,18.65,,,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,18.12,,,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,17.81,,,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,18.15,,,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,19.03,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,18.66,,,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,18.07,,,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,17.63,,,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,18.2,,,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,18.35,,,Repository: Eurostat special tabulation
Turkey,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,18.92,,,Repository: Eurostat special tabulation
Tuvalu,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Household Income and Expenditure Survey,2016,3.74,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,27.27,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,27.54,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,27.39,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,27.25,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,27.14,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,27,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,26.87,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,26.83,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,26.79,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,26.66,,,
"Taiwan, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,26.43,,,
"Tanzania, United Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,2.96,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uganda,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - National Labour Force Survey,2012,4.97,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uganda,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - National Labour Force Survey,2017,8.18,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Uganda,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - National Household Survey,2013,4.39,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Ukraine,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,13.27,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
Ukraine,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,13.06,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
Ukraine,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,13.17,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
Ukraine,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,12.61,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
Ukraine,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,13,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
Ukraine,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,12.58,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
Ukraine,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,12.28,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
Ukraine,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,12.36,,,"Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2010,13.04,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2011,12.2,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2012,11.88,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2013,11.94,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2014,11.55,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2015,11.07,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2016,11.26,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2017,10.72,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2018,10.41,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2019,10.33,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2010,10.95,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2011,11.07,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2012,11.19,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2013,11.21,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2014,10.93,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2015,10.95,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2016,10.82,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2017,10.68,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2018,10.65,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2019,10.65,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Current Population Survey,2020,10.36,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2010,11.52,,,Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2011,11.46,,,Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2012,11.4,,,Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2013,11.37,,,Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2014,11.3,,,Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2015,11.3,,,Employment definition: Excluding own-use production workers | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2016,11.34,,,Employment definition: Excluding own-use production workers | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2017,11.83,,,Employment definition: Excluding own-use production workers | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2018,12.04,,,Employment definition: Excluding own-use production workers | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
Uzbekistan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2019,11.91,,,Employment definition: Excluding own-use production workers | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 60 for men and 55 for women
"Venezuela, Bolivarian Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta de Hogares por Muestreo,2010,11.45,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta de Hogares por Muestreo,2011,11.32,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta de Hogares por Muestreo,2012,11.03,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta de Hogares por Muestreo,2013,11.29,,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts
"Venezuela, Bolivarian Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta de Hogares por Muestreo,2016,11.55,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta de Hogares por Muestreo,2017,10.82,,,Repository: ILO-STATISTICS - Micro data processing
British Virgin Islands,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ES - Development Planning Unit Establishment Survey,2010,2.54,,,Reference group coverage: Employees
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,14.26,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,13.84,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,13.81,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,13.95,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,14.44,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,15.69,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,16.66,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,17.35,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,17.91,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,21.83,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Viet Nam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,22.84,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Vanuatu,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Household Income and Expenditure Survey,2010,2.25,,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Household Income and Expenditure Survey,2019,4.54,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Samoa,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,6.81,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Samoa,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,6.81,,,Data reference period: October
Samoa,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,6.77,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Samoa,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),PC - Population Census,2011,5.46,,,
World,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2010,14.52,,,
World,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2011,14.63,,,
World,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2012,14.82,,,
World,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2013,14.67,,,
World,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2014,14.58,,,
World,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2015,14.41,,,
World,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2016,14.21,,,
World,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2017,14.05,,,
World,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2018,14.01,,,
World: Low income,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2010,5.41,,,
World: Low income,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2011,5.43,,,
World: Low income,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2012,5.46,,,
World: Low income,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2013,5.42,,,
World: Low income,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2014,5.42,,,
World: Low income,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2015,5.42,,,
World: Low income,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),ILO - ILO Modelled Estimates,2016,5.44,,,
